2011 super output area - lower layer,mnemonic,Date,Gender,All Ages,Age 0,Age 1,Age 2,Age 3,Age 4,Aged 5-9,Aged 10-14,Aged 15-19,Aged 20-24,Aged 25-29,Aged 30-34,Aged 35-39,Aged 40-44,Aged 45-49,Aged 50-54,Aged 55-59,Aged 60-64,Aged 65-69,Aged 70-74,Aged 75-79,Aged 80-84,Age 85,Age 86,Age 87,Age 88,Age 89,Aged 90+
Stevenage 008B,E01023756,2018,Male,829,15,13,8,12,18,58,79,51,60,51,67,61,48,54,61,52,39,22,27,8,16,2,1,0,3,2,1
Stevenage 008C,E01023757,2018,Male,909,10,22,7,12,13,73,73,60,63,63,57,87,54,74,60,44,39,33,20,25,9,3,1,3,1,1,2
Stevenage 008D,E01023758,2018,Male,1198,26,29,19,21,30,67,35,36,54,147,120,116,70,61,75,71,57,43,39,21,18,8,9,5,3,1,17
Stevenage 009A,E01023750,2018,Male,573,4,7,5,6,7,30,36,19,38,28,35,28,34,53,54,58,33,25,19,18,12,4,2,3,4,2,9
Stevenage 009B,E01023751,2018,Male,535,9,5,8,6,4,47,39,30,27,28,43,28,28,39,46,37,36,24,20,13,11,1,2,2,1,0,1
Stevenage 009C,E01023752,2018,Male,641,11,11,14,8,8,55,52,47,45,27,36,61,39,38,50,34,33,22,14,9,20,4,0,1,1,0,1
Stevenage 009D,E01023753,2018,Male,835,14,11,14,13,13,60,29,36,42,62,63,74,51,42,77,72,64,40,37,10,1,1,2,2,0,3,2
Stevenage 009E,E01023754,2018,Male,628,4,2,14,12,9,59,63,54,53,26,39,28,46,43,47,45,25,21,10,16,8,1,1,0,1,0,1
Stevenage 010A,E01023791,2018,Male,828,15,17,13,11,9,75,42,48,50,46,66,53,37,48,65,76,46,33,30,24,13,0,3,3,0,1,4
Stevenage 010B,E01023792,2018,Male,804,15,16,11,19,19,82,75,49,44,31,73,86,47,47,39,50,35,17,12,10,13,2,2,4,2,2,2
Stevenage 010C,E01023793,2018,Male,740,9,7,9,8,14,72,56,59,47,50,37,53,39,44,47,53,45,26,22,12,17,3,1,0,1,1,8
Stevenage 010D,E01023794,2018,Male,757,11,7,15,5,17,60,40,50,49,68,50,52,44,62,63,42,38,30,22,14,11,0,0,0,2,0,5
Stevenage 011A,E01023783,2018,Male,872,12,11,7,10,11,43,48,64,56,42,78,57,47,68,99,66,56,30,22,20,12,0,0,4,6,0,3
Stevenage 011B,E01023784,2018,Male,805,11,9,13,12,12,44,37,46,43,39,54,45,36,60,61,51,56,43,47,28,29,2,4,8,3,1,11
Stevenage 011C,E01023785,2018,Male,913,12,20,14,12,15,87,81,40,49,70,92,69,42,54,58,52,39,34,35,13,13,0,3,2,1,3,3
Stevenage 011D,E01023786,2018,Male,828,14,12,8,11,11,78,54,56,38,71,82,75,66,41,46,47,36,26,27,13,9,1,2,0,1,0,3
Stevenage 012A,E01023763,2018,Male,761,12,12,9,9,9,52,44,52,41,44,50,48,46,50,52,52,55,49,29,21,6,0,3,6,6,2,2
Stevenage 012B,E01023764,2018,Male,684,7,8,10,10,14,35,31,21,36,38,41,47,34,47,61,59,72,42,36,14,17,1,1,0,0,0,2
Stevenage 012C,E01023765,2018,Male,694,13,7,4,4,10,58,45,47,38,49,49,29,41,36,51,52,35,31,23,22,31,2,7,3,3,1,3
Stevenage 012D,E01023766,2018,Male,740,15,8,17,5,9,53,69,45,31,51,74,59,53,38,70,35,23,24,28,7,16,3,1,2,1,2,1
Hertsmere 001A,E01023576,2018,Male,726,8,5,6,4,6,21,29,51,50,35,20,29,44,34,50,81,42,51,41,44,36,5,4,4,4,5,17
Hertsmere 001B,E01023577,2018,Male,773,9,6,4,19,9,40,31,36,56,21,31,35,41,36,70,41,43,44,69,53,37,5,8,2,5,3,19
Hertsmere 001C,E01023578,2018,Male,804,3,9,7,7,8,31,37,42,48,56,33,28,43,41,70,52,61,46,54,44,45,8,4,4,4,11,8
Hertsmere 001D,E01023579,2018,Male,670,10,11,9,14,15,37,30,28,66,59,68,27,50,38,52,33,44,17,17,7,10,5,1,5,4,2,11
Hertsmere 001E,E01023580,2018,Male,908,12,12,8,11,9,59,37,43,70,53,51,65,58,46,64,71,48,38,56,30,15,11,6,8,4,8,15
Hertsmere 002A,E01023567,2018,Male,962,13,22,16,7,15,63,75,70,69,47,36,66,39,71,73,60,61,47,44,24,21,4,2,3,7,2,5
Hertsmere 002B,E01023568,2018,Male,717,3,7,12,11,12,29,31,53,35,26,35,37,36,53,48,55,45,45,61,30,30,3,3,4,3,2,8
Hertsmere 002C,E01023569,2018,Male,819,4,11,5,7,8,79,104,60,50,36,22,39,48,68,41,73,45,38,23,32,13,0,4,0,4,3,2
Hertsmere 002D,E01023570,2018,Male,711,6,5,8,6,2,47,38,62,48,61,43,39,40,32,64,58,48,27,34,20,18,1,0,0,1,1,2
Hertsmere 003A,E01023571,2018,Male,683,9,3,8,11,11,37,36,37,51,16,40,42,35,47,47,30,46,39,44,30,29,4,5,6,3,5,12
Hertsmere 003B,E01023572,2018,Male,722,12,7,11,13,12,48,42,33,37,40,31,58,45,58,58,56,37,36,33,18,25,1,2,0,0,1,8
Hertsmere 003C,E01023573,2018,Male,571,7,2,7,13,8,37,44,29,58,41,49,35,26,22,44,32,34,28,17,15,13,0,1,2,0,0,7
Hertsmere 003D,E01023574,2018,Male,802,18,9,16,15,12,40,68,46,65,55,47,44,47,48,63,56,40,31,31,16,20,2,2,3,2,2,4
Hertsmere 003E,E01023575,2018,Male,814,10,14,6,9,13,52,47,47,66,53,47,39,37,53,66,69,52,50,36,14,16,2,3,1,1,2,9
Hertsmere 004A,E01023581,2018,Male,625,7,7,0,6,13,43,58,43,23,22,15,40,53,54,49,32,50,32,43,10,16,0,3,3,1,0,2
Hertsmere 004B,E01023582,2018,Male,765,10,14,14,8,22,67,58,43,28,38,43,46,48,56,55,58,39,35,22,28,14,1,1,3,4,3,7
Hertsmere 004C,E01023583,2018,Male,622,8,10,12,8,16,37,50,24,26,46,34,47,36,32,36,46,44,35,24,16,18,1,3,5,1,2,5
Hertsmere 004D,E01023584,2018,Male,556,6,3,6,3,8,53,48,36,38,23,18,24,33,45,44,37,35,25,29,18,13,2,2,0,4,2,1
Hertsmere 005A,E01023523,2018,Male,862,8,2,6,3,10,69,80,67,49,37,30,32,46,59,68,65,61,46,36,33,40,1,1,2,2,4,5
Hertsmere 005B,E01023524,2018,Male,734,2,7,4,5,7,43,68,81,28,24,18,28,42,41,45,76,51,29,35,32,33,7,2,6,3,1,16
Hertsmere 005C,E01023525,2018,Male,860,8,14,11,9,7,66,54,29,32,49,56,89,71,66,75,51,44,37,32,24,22,4,2,1,1,1,5
Hertsmere 005D,E01023526,2018,Male,876,9,4,11,3,11,74,65,54,39,25,27,48,60,59,67,70,42,51,52,36,36,7,3,6,5,7,5
Hertsmere 005E,E01023527,2018,Male,718,12,6,7,13,10,50,56,40,27,43,21,47,47,59,53,51,33,36,38,23,22,3,3,4,5,5,4
Hertsmere 006A,E01023534,2018,Male,844,10,20,19,27,14,59,68,57,36,56,61,60,46,56,51,42,50,42,34,18,16,0,0,1,0,0,1
Hertsmere 006B,E01023535,2018,Male,850,10,11,16,22,18,52,73,64,38,50,56,47,71,60,61,58,49,29,26,13,12,2,1,3,2,3,3
Hertsmere 006C,E01023536,2018,Male,764,10,17,21,16,14,65,48,34,25,47,44,45,59,49,74,50,36,34,26,28,11,3,0,0,1,3,4
Hertsmere 006D,E01023537,2018,Male,977,12,12,15,15,12,65,70,79,52,48,73,76,74,53,81,50,50,39,38,28,23,2,0,2,2,1,5
Hertsmere 006E,E01023538,2018,Male,855,12,12,13,14,10,71,51,48,46,57,56,64,70,44,61,64,45,33,28,27,17,1,2,1,2,1,5
Hertsmere 007A,E01023529,2018,Male,757,14,10,9,10,12,82,63,38,38,50,56,67,54,53,32,44,46,27,29,12,8,1,0,0,0,0,2
Hertsmere 007B,E01023530,2018,Male,664,15,12,15,19,11,66,32,29,23,34,49,61,48,59,41,38,24,40,12,13,14,2,2,2,0,2,1
Hertsmere 007C,E01023531,2018,Male,1023,18,23,24,13,17,120,67,62,34,79,83,83,64,70,59,63,34,37,27,18,8,1,2,5,5,0,7
Hertsmere 007D,E01023532,2018,Male,824,11,17,20,12,11,77,63,37,30,55,64,58,61,47,53,63,40,33,28,12,18,2,3,1,2,0,6
Hertsmere 007E,E01023533,2018,Male,817,11,13,13,8,13,79,90,47,56,51,50,58,67,47,38,46,35,37,26,13,10,0,2,2,0,0,5
Hertsmere 008A,E01023552,2018,Male,784,5,13,7,12,16,42,69,51,40,38,42,56,43,63,61,66,42,27,39,25,17,0,3,1,1,0,5
Hertsmere 008B,E01023553,2018,Male,1190,11,22,12,20,20,91,86,101,63,79,77,82,81,79,89,83,41,46,41,35,14,4,2,0,2,2,7
Hertsmere 008C,E01023554,2018,Male,846,14,12,13,14,14,47,44,55,39,90,80,86,60,65,55,40,33,29,24,16,12,1,1,0,0,0,2
Hertsmere 008D,E01023555,2018,Male,837,8,13,14,8,13,57,46,50,46,28,40,61,51,71,86,56,64,28,32,19,26,4,3,2,0,2,9
Hertsmere 009A,E01023544,2018,Male,581,6,13,5,8,8,59,34,28,31,38,33,40,47,27,42,34,45,25,32,9,7,2,2,0,2,2,2
Hertsmere 009B,E01023545,2018,Male,812,8,16,15,13,10,41,65,50,29,58,87,87,69,60,40,61,35,28,24,11,2,0,1,0,0,0,2
Hertsmere 009C,E01023546,2018,Male,866,8,15,19,11,8,79,58,57,35,48,66,88,59,64,62,47,40,48,28,18,2,1,0,1,1,0,3
Hertsmere 009D,E01023547,2018,Male,881,6,12,7,19,25,77,68,51,48,69,64,61,49,71,73,50,42,31,29,20,2,1,0,1,0,0,5
Hertsmere 010A,E01023528,2018,Male,802,12,8,4,10,6,25,62,82,41,44,64,43,41,53,52,54,51,38,43,34,13,4,4,3,2,4,5
Hertsmere 010B,E01023564,2018,Male,846,9,13,14,21,7,74,63,26,31,59,42,54,69,50,71,78,40,43,36,18,12,3,2,4,1,0,6
Hertsmere 010C,E01023565,2018,Male,898,10,8,9,12,18,68,72,58,49,52,50,53,73,62,57,48,52,38,67,10,23,0,1,1,2,2,3
Hertsmere 010D,E01023566,2018,Male,707,3,3,3,5,8,44,79,50,50,22,20,18,46,41,52,69,39,49,49,19,19,2,1,2,3,3,8
Hertsmere 011A,E01023539,2018,Male,1521,42,18,34,26,22,126,84,69,65,131,173,155,132,108,80,67,56,36,43,21,17,1,2,0,1,1,11
Hertsmere 011B,E01023540,2018,Male,871,11,24,20,14,15,87,76,38,38,29,48,74,70,44,58,57,34,38,42,21,17,4,5,2,0,1,4
Hertsmere 011C,E01023541,2018,Male,1121,31,18,12,21,23,102,71,51,59,86,102,83,90,62,71,71,45,41,38,19,17,1,2,0,1,0,4
Hertsmere 011D,E01023542,2018,Male,866,13,12,16,20,23,66,62,47,60,47,69,50,59,59,61,57,49,29,27,16,12,3,1,2,3,1,2
Hertsmere 011E,E01023543,2018,Male,649,8,10,12,8,10,37,37,25,30,46,47,45,40,38,66,37,39,31,34,24,19,1,0,0,1,0,4
Hertsmere 012A,E01023558,2018,Male,729,9,14,12,9,10,47,40,55,34,32,25,39,55,58,56,57,44,44,45,19,10,5,0,2,2,2,4
Hertsmere 012B,E01023559,2018,Male,707,3,8,6,10,7,44,61,52,33,41,34,38,39,60,65,54,30,43,27,22,11,2,2,2,4,2,7
Hertsmere 012C,E01023560,2018,Male,861,14,15,13,18,21,125,55,42,37,41,67,56,72,63,50,36,45,29,33,8,13,3,1,0,1,2,1
Hertsmere 012D,E01023561,2018,Male,788,9,8,12,12,7,63,57,53,33,37,45,48,61,60,57,58,36,31,42,17,22,4,2,3,1,4,6
Hertsmere 012E,E01023562,2018,Male,793,9,6,8,6,6,46,45,43,58,24,35,56,45,59,71,64,37,34,60,37,25,3,5,2,1,2,6
Hertsmere 012F,E01023563,2018,Male,814,11,10,11,8,10,37,68,52,28,71,42,54,57,55,62,53,41,37,42,37,18,3,1,0,0,3,3
Hertsmere 013A,E01023548,2018,Male,890,5,7,10,14,14,60,53,38,24,39,35,42,52,62,47,52,52,64,62,60,60,7,7,8,4,3,9
Hertsmere 013B,E01023549,2018,Male,718,2,5,5,7,5,44,43,39,20,23,28,30,48,41,54,57,29,45,56,49,38,6,8,8,10,5,13
Hertsmere 013C,E01023550,2018,Male,853,15,13,11,9,18,67,53,56,30,24,37,57,74,86,72,51,30,37,36,32,23,3,2,4,1,2,10
Hertsmere 013D,E01023551,2018,Male,706,5,6,7,8,8,38,54,51,23,27,25,37,34,53,47,50,59,47,44,29,35,5,2,4,3,0,5
Hertsmere 013E,E01023556,2018,Male,778,9,14,12,9,11,69,41,49,44,62,50,50,57,53,42,43,40,36,45,20,14,2,2,1,2,0,1
Hertsmere 013F,E01023557,2018,Male,722,6,13,7,8,10,53,52,47,33,38,27,35,40,46,69,73,38,36,25,30,19,4,1,3,4,4,1
Dacorum 001A,E01023430,2018,Male,617,5,10,9,8,11,42,36,37,29,20,33,24,31,55,59,39,28,43,46,26,17,3,0,3,2,0,1
Dacorum 001B,E01023431,2018,Male,654,2,4,6,5,7,43,45,27,29,23,33,39,30,50,56,55,60,46,35,28,21,2,2,0,1,1,4
Dacorum 001C,E01023432,2018,Male,847,13,19,11,8,11,62,62,55,40,33,53,47,71,65,59,47,51,40,46,28,10,3,3,0,4,3,3
Dacorum 001D,E01023433,2018,Male,718,16,13,8,9,6,56,46,44,17,42,70,65,40,54,53,50,44,33,22,10,16,1,1,0,0,1,1
Dacorum 002A,E01023423,2018,Male,676,8,4,10,6,10,40,50,41,29,20,21,38,43,56,50,58,36,49,43,20,17,7,2,3,4,0,11
Dacorum 002B,E01023424,2018,Male,714,7,7,6,5,13,43,65,51,19,16,25,31,43,67,66,71,60,34,43,22,12,1,1,2,3,0,1
Dacorum 002C,E01023425,2018,Male,644,7,8,10,11,10,49,34,37,31,32,19,30,41,55,54,40,41,36,37,29,21,2,3,2,0,2,3
Dacorum 002D,E01023426,2018,Male,797,5,11,11,12,11,37,46,66,39,52,58,60,48,65,53,59,25,44,34,16,31,6,1,0,2,3,2
Dacorum 003A,E01023418,2018,Male,710,8,8,8,7,16,58,52,46,36,47,41,47,50,42,49,54,22,31,38,20,18,3,1,0,2,0,6
Dacorum 003B,E01023419,2018,Male,1031,13,19,12,13,8,68,71,64,65,66,71,67,69,86,85,59,71,49,33,24,10,2,1,1,4,0,0
Dacorum 003C,E01023420,2018,Male,755,12,11,8,13,6,24,64,64,23,26,27,35,58,72,43,63,51,50,42,27,20,6,0,3,3,2,2
Dacorum 004A,E01023352,2018,Male,1160,11,10,11,10,17,77,84,69,31,27,45,86,57,83,105,106,76,90,69,43,28,4,5,3,2,2,9
Dacorum 004B,E01023421,2018,Male,740,7,9,8,14,10,43,33,47,33,31,44,51,54,62,55,53,40,40,52,18,23,3,2,1,1,3,3
Dacorum 004C,E01023422,2018,Male,656,6,8,6,4,8,54,44,27,24,7,17,28,47,60,45,52,43,51,50,43,15,4,3,0,2,1,7
Dacorum 005A,E01023434,2018,Male,833,20,17,24,14,14,45,47,33,54,66,77,61,50,80,58,47,41,43,22,12,3,2,2,0,0,0,1
Dacorum 005B,E01023435,2018,Male,831,12,16,10,11,11,53,46,51,26,61,72,94,72,73,43,57,44,40,17,18,3,0,0,0,0,0,1
Dacorum 005C,E01023436,2018,Male,604,7,7,9,7,6,50,27,27,33,44,31,63,31,47,44,31,49,46,21,15,6,0,0,1,0,0,2
Dacorum 005D,E01023437,2018,Male,753,15,14,17,18,19,60,47,34,52,62,62,67,62,59,52,31,28,22,22,2,5,1,0,0,1,0,1
Dacorum 006A,E01023355,2018,Male,737,7,5,6,7,4,47,48,41,28,21,26,26,34,71,71,39,61,54,53,30,36,4,9,3,3,0,3
Dacorum 006B,E01023356,2018,Male,522,3,3,2,0,0,24,51,28,21,16,20,21,23,41,39,42,32,46,41,33,18,1,1,3,2,3,8
Dacorum 006C,E01023416,2018,Male,725,4,5,8,2,6,33,42,48,33,30,34,28,41,57,53,69,61,44,49,22,27,0,1,5,4,5,14
Dacorum 006D,E01023417,2018,Male,638,7,12,9,9,5,46,48,26,23,25,39,31,37,54,37,44,42,27,39,25,26,4,6,1,2,1,13
Dacorum 007A,E01023393,2018,Male,905,17,13,14,9,6,42,40,24,31,76,94,85,74,54,65,68,69,39,34,24,18,2,1,0,0,1,5
Dacorum 007B,E01023394,2018,Male,712,9,8,7,9,14,82,47,27,30,50,60,47,55,35,36,39,49,44,31,13,16,1,0,1,0,0,2
Dacorum 007C,E01023395,2018,Male,827,13,6,10,10,9,65,51,62,58,53,56,65,49,58,44,53,50,36,43,23,11,1,0,0,0,0,1
Dacorum 007D,E01023396,2018,Male,783,7,8,6,7,8,60,61,40,33,27,53,68,53,61,32,56,66,62,35,12,19,2,2,1,0,1,3
Dacorum 007E,E01023397,2018,Male,699,8,12,14,8,10,74,49,41,46,47,38,55,40,56,42,26,52,44,18,10,3,0,1,3,1,0,1
Dacorum 008A,E01023401,2018,Male,892,10,13,13,21,19,79,57,51,39,62,84,67,62,54,51,52,41,36,24,11,22,4,1,2,3,1,13
Dacorum 008B,E01023402,2018,Male,831,21,15,8,12,14,67,54,35,46,57,53,70,64,59,60,56,34,25,29,25,17,1,0,2,4,0,3
Dacorum 008C,E01023403,2018,Male,732,7,16,10,14,13,67,34,24,26,62,43,50,65,38,49,42,41,36,22,21,22,4,4,3,3,3,13
Dacorum 008D,E01023404,2018,Male,653,16,11,12,18,17,65,59,45,39,40,50,50,43,38,41,35,31,15,7,8,4,1,1,1,0,0,6
Dacorum 008E,E01023405,2018,Male,753,7,11,13,12,13,66,55,41,60,46,65,48,33,65,45,50,30,30,21,14,14,3,5,3,1,1,1
Dacorum 009A,E01023361,2018,Male,952,16,14,10,9,4,38,51,65,25,74,81,113,63,77,63,78,45,43,35,22,9,2,4,1,1,4,5
Dacorum 009B,E01023362,2018,Male,889,9,5,11,17,8,62,43,46,22,16,39,50,74,81,69,74,48,50,56,31,36,7,6,6,6,4,13
Dacorum 009C,E01023363,2018,Male,745,8,7,10,10,10,46,45,35,16,46,37,58,72,53,65,65,38,53,13,28,14,0,4,4,4,2,2
Dacorum 009D,E01023364,2018,Male,661,11,10,6,14,12,49,33,39,19,16,16,36,58,58,50,41,53,40,32,20,17,10,6,3,2,7,3
Dacorum 010A,E01023390,2018,Male,1060,19,14,15,19,18,97,64,59,56,54,70,85,73,74,80,89,63,28,27,20,19,1,3,2,3,1,7
Dacorum 010B,E01023391,2018,Male,829,10,15,18,16,13,77,33,54,61,39,46,45,52,53,78,73,48,37,25,17,11,1,0,1,0,1,5
Dacorum 010C,E01023399,2018,Male,895,8,10,8,8,9,38,47,34,53,57,81,84,58,54,60,63,64,48,48,17,25,1,2,1,2,3,12
Dacorum 011A,E01023392,2018,Male,747,9,12,6,14,12,50,53,44,48,40,48,48,43,55,59,68,47,17,17,24,11,4,6,2,2,3,5
Dacorum 011B,E01023427,2018,Male,824,9,12,7,11,15,88,78,71,60,32,50,44,53,55,52,47,49,27,21,18,10,4,2,2,0,2,5
Dacorum 011C,E01023428,2018,Male,744,14,13,9,10,12,57,37,31,33,33,60,57,45,53,65,69,43,42,20,25,10,1,1,1,1,1,1
Dacorum 011D,E01023429,2018,Male,943,15,13,15,15,15,69,64,51,52,43,69,58,76,57,49,52,51,45,46,31,21,1,10,1,5,3,16
Dacorum 012A,E01023369,2018,Male,741,10,12,8,15,16,58,55,46,39,41,40,42,58,59,54,38,19,40,31,21,26,5,2,1,1,3,1
Dacorum 012B,E01023370,2018,Male,866,9,16,15,10,9,77,57,34,40,61,35,73,76,82,60,54,39,23,21,21,28,5,6,5,3,1,6
Dacorum 012C,E01023371,2018,Male,809,14,13,12,12,14,66,85,47,38,18,34,46,58,63,65,45,52,39,40,29,12,1,1,1,1,2,1
Dacorum 012D,E01023372,2018,Male,794,8,6,12,8,17,70,61,49,19,13,17,41,50,59,63,60,56,49,63,21,26,2,2,4,5,0,13
Dacorum 013A,E01023345,2018,Male,858,16,21,19,5,9,52,57,44,68,53,70,82,60,36,64,61,33,23,25,24,14,6,1,2,1,2,10
Dacorum 013B,E01023346,2018,Male,921,26,22,22,16,16,115,55,51,56,62,63,86,66,61,48,36,21,19,33,17,13,5,3,0,3,2,4
Dacorum 013C,E01023347,2018,Male,638,9,13,10,11,9,42,41,24,29,29,30,46,30,33,48,53,47,43,36,18,13,7,6,2,2,2,5
Dacorum 013D,E01023348,2018,Male,875,12,17,17,26,15,81,48,36,38,52,62,64,54,53,74,42,39,34,35,25,14,3,6,4,2,5,17
Dacorum 014A,E01023365,2018,Male,629,8,6,5,10,3,40,20,28,28,39,48,54,65,43,29,48,33,40,31,22,21,0,4,1,0,1,2
Dacorum 014B,E01023366,2018,Male,734,8,16,10,11,18,60,60,37,25,43,48,46,65,61,62,52,27,33,24,12,6,2,0,4,0,2,2
Dacorum 014C,E01023367,2018,Male,565,0,6,6,10,5,54,35,41,18,17,10,24,34,56,44,39,40,20,42,27,15,2,6,5,2,0,7
Dacorum 014D,E01023368,2018,Male,848,7,13,7,12,9,70,72,62,25,17,48,52,84,80,80,50,47,35,26,29,10,1,1,0,5,4,2
Dacorum 015A,E01023349,2018,Male,996,18,14,14,12,22,81,74,57,43,54,72,61,66,73,72,70,46,60,37,19,15,2,3,3,2,2,4
Dacorum 015B,E01023350,2018,Male,883,10,9,16,22,17,77,68,48,39,47,75,79,55,58,57,61,44,30,19,18,18,3,3,3,0,3,4
Dacorum 015C,E01023351,2018,Male,770,11,15,6,12,15,65,53,28,39,40,56,72,65,56,43,49,43,29,39,11,11,3,2,0,1,2,4
Dacorum 015D,E01023398,2018,Male,1932,37,30,38,27,36,119,126,66,118,179,285,158,151,139,106,94,85,43,32,21,19,2,3,3,4,1,10
Dacorum 015E,E01023400,2018,Male,1005,16,21,15,9,13,37,35,48,45,88,85,59,82,78,69,87,40,47,35,33,32,3,2,2,2,2,20
Dacorum 016A,E01023383,2018,Male,756,17,9,8,14,7,62,41,40,32,37,56,56,59,54,58,55,49,25,30,26,6,2,2,2,3,0,6
Dacorum 016B,E01023384,2018,Male,967,15,11,13,10,14,79,68,59,57,74,82,80,69,47,76,55,54,41,16,20,14,1,0,3,1,3,5
Dacorum 016C,E01023385,2018,Male,814,11,11,8,6,5,34,54,46,47,69,36,53,41,67,51,70,51,56,37,25,20,5,1,1,3,2,4
Dacorum 017A,E01023409,2018,Male,907,9,18,13,11,23,58,66,41,72,67,66,67,48,83,52,54,40,26,34,28,17,0,4,2,3,2,3
Dacorum 017B,E01023410,2018,Male,658,7,6,5,8,4,28,39,28,26,32,20,34,22,36,40,60,66,50,42,43,34,4,5,6,3,3,7
Dacorum 017C,E01023411,2018,Male,726,6,8,9,20,8,61,56,41,42,45,46,61,44,61,49,39,46,21,23,14,13,6,0,3,0,2,2
Dacorum 017D,E01023412,2018,Male,643,2,3,3,6,3,35,33,33,25,36,12,19,38,38,60,58,43,33,50,33,40,6,7,9,4,5,9
Dacorum 017E,E01023413,2018,Male,587,4,11,11,6,11,47,32,29,30,39,35,45,37,31,51,40,29,43,20,11,11,4,2,1,2,2,3
Dacorum 018B,E01023354,2018,Male,1098,19,32,22,21,19,90,57,45,32,83,92,83,94,76,90,62,51,32,41,27,12,3,3,2,6,1,3
Dacorum 018C,E01023379,2018,Male,779,21,10,12,10,8,48,43,38,38,29,45,50,64,50,55,78,38,44,38,26,20,3,3,2,1,1,4
Dacorum 018D,E01023380,2018,Male,528,5,7,5,5,6,32,33,33,16,33,24,40,35,42,39,46,49,27,13,19,12,1,2,0,0,0,4
Dacorum 018E,E01023381,2018,Male,594,6,2,5,3,5,32,39,41,20,23,21,16,44,35,52,55,41,51,43,27,24,2,2,0,1,1,3
Dacorum 018F,E01023382,2018,Male,737,11,11,8,5,8,64,44,41,28,67,51,50,58,68,46,44,32,31,28,13,19,1,2,0,1,1,5
Dacorum 018G,E01033022,2018,Male,1044,15,21,20,14,22,63,52,21,94,116,120,86,81,98,58,33,55,45,11,12,3,2,0,2,0,0,0
Dacorum 018H,E01033023,2018,Male,1056,18,14,18,10,8,31,41,33,56,129,139,92,93,83,75,67,49,34,37,12,14,1,1,0,0,0,1
Dacorum 019A,E01023386,2018,Male,732,9,14,9,7,10,42,51,43,51,56,54,57,49,29,59,50,51,34,28,14,5,2,2,0,2,2,2
Dacorum 019B,E01023387,2018,Male,663,7,12,10,5,6,64,41,53,33,26,57,52,31,42,50,51,31,28,20,16,14,0,0,0,0,0,14
Dacorum 019C,E01023388,2018,Male,800,10,14,14,14,12,47,55,40,34,51,69,65,58,57,59,51,42,30,23,26,8,0,2,3,2,2,12
Dacorum 019D,E01023389,2018,Male,821,18,6,15,9,15,50,43,53,30,47,46,48,70,62,56,69,59,39,37,20,14,2,5,1,3,2,2
Dacorum 020A,E01023357,2018,Male,908,15,15,15,17,17,113,59,43,56,48,71,76,51,45,64,46,39,39,32,16,17,1,2,3,2,2,4
Dacorum 020B,E01023358,2018,Male,771,7,11,11,16,10,72,69,78,40,47,56,53,55,47,57,34,30,36,15,14,4,0,0,0,0,1,8
Dacorum 020C,E01023359,2018,Male,917,13,14,9,13,10,85,95,52,53,65,73,75,68,55,80,43,42,15,30,11,8,1,2,2,2,0,1
Dacorum 020D,E01023360,2018,Male,754,12,13,12,9,15,49,52,47,42,54,39,62,60,63,43,48,34,32,43,11,7,2,0,0,2,0,3
Dacorum 020E,E01023414,2018,Male,1000,14,14,19,13,11,58,52,43,58,111,94,103,76,59,62,56,57,25,28,18,8,5,4,0,3,3,6
Dacorum 020F,E01023415,2018,Male,642,9,10,4,7,4,43,41,40,28,26,41,47,32,49,45,34,45,42,40,18,20,3,4,5,1,0,4
Dacorum 021A,E01023373,2018,Male,1561,5,4,10,8,14,40,31,32,186,290,192,192,123,100,92,74,47,38,42,24,9,1,2,2,0,0,3
Dacorum 021B,E01023374,2018,Male,676,13,12,8,9,6,43,32,32,26,37,26,24,52,51,53,55,39,36,43,34,25,6,6,3,0,2,3
Dacorum 021C,E01023375,2018,Male,772,11,5,7,3,7,50,59,45,41,23,20,28,35,60,73,81,57,45,44,33,27,5,1,1,1,3,7
Dacorum 021D,E01023376,2018,Male,604,5,2,11,13,8,48,37,35,30,29,32,33,51,46,53,36,32,29,41,22,7,0,2,0,0,0,2
Dacorum 021E,E01023377,2018,Male,635,6,7,5,8,7,47,40,36,12,15,21,23,29,51,45,58,44,46,61,28,22,8,0,4,3,3,6
Dacorum 021F,E01023378,2018,Male,820,3,5,8,4,7,41,52,52,38,32,23,27,51,79,81,63,65,58,57,35,24,3,5,4,2,0,1
Dacorum 022A,E01023406,2018,Male,910,20,7,13,8,11,60,49,54,35,51,56,53,53,59,76,59,67,48,48,27,33,3,3,3,5,3,6
Dacorum 022B,E01023407,2018,Male,832,8,16,9,9,8,58,49,50,47,34,32,46,66,61,79,61,56,40,46,33,19,0,0,1,2,0,2
Dacorum 022C,E01023408,2018,Male,779,8,8,9,6,12,45,52,50,45,22,20,37,45,55,71,56,59,40,59,36,27,4,2,2,1,2,6
Broxbourne 001A,E01023316,2018,Male,733,15,6,8,7,15,35,27,72,43,42,45,34,44,52,56,41,29,48,41,27,34,4,2,2,2,0,2
Broxbourne 001B,E01023317,2018,Male,1231,18,21,15,21,17,105,109,89,71,58,58,86,68,107,80,62,53,40,62,36,31,5,4,2,5,2,6
Broxbourne 001C,E01023318,2018,Male,731,8,8,9,7,10,39,43,42,48,34,29,45,49,47,62,44,42,49,52,34,19,0,2,2,3,2,2
Broxbourne 001D,E01023319,2018,Male,743,4,8,3,8,2,44,54,47,32,35,34,34,25,64,57,49,39,53,49,40,32,10,6,1,3,2,8
